Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
681,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel
364,Mahindra Jeep MM,Mahindra,2019,390000,60,Diesel
489,Honda Mobilio S,Honda,2014,399000,44000,Diesel
339,Hyundai Elantra SX,Hyundai,2013,600000,20000,Petrol
194,Hyundai Creta 1.6,Hyundai,2017,895000,32000,Petrol
127,Maruti Suzuki Swift,Maruti,2007,125000,70000,Petrol
741,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel
150,Hyundai Elite i20,Hyundai,2018,599999,21000,Petrol
847,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
207,Maruti Suzuki Wagon,Maruti,2010,145000,54870,Petrol
290,Chevrolet Beat LS,Chevrolet,2015,220000,32700,Petrol
307,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
422,Honda Brio V,Honda,2012,235000,33000,Petrol
126,Nissan Micra XV,Nissan,2011,179000,41000,Petrol
191,Maruti Suzuki Ciaz,Maruti,2016,700000,3350,Petrol
212,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol
464,Hyundai Elite i20,Hyundai,2015,419000,20000,Petrol
256,Maruti Suzuki Esteem,Maruti,2006,95000,45000,Petrol
439,Volkswagen Vento Highline,Volkswagen,2015,550000,34000,Diesel
772,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol
134,Ford EcoSport Trend,Ford,2016,830000,24330,Diesel
424,Chevrolet Spark LS,Chevrolet,2010,95000,23000,Petrol
685,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel
675,Honda City SV,Honda,2014,475000,34000,Diesel
790,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
229,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
793,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
661,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol
813,Tata Nano,Tata,2013,60000,7000,Petrol
734,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel
669,BMW 3 Series,BMW,2011,1075000,35000,Diesel
407,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel
862,Toyota Qualis,Toyota,2003,180000,100000,Diesel
538,Audi A6 2.0,Audi,2012,1599000,11500,Diesel
277,Renault Kwid 1.0,Renault,2018,349999,10000,Petrol
715,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel
467,Mitsubishi Pajero Sport,Mitsubishi,2015,1540000,43222,Petrol
525,Hyundai Creta 1.6,Hyundai,2016,1000000,8000,Petrol
116,Maruti Suzuki Esteem,Maruti,2007,69999,51000,Petrol
242,Honda City,Honda,2012,399999,45000,Petrol
756,Hyundai Eon,Hyundai,2014,200000,28000,Petrol
652,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol
392,Maruti Suzuki Swift,Maruti,2014,335000,55000,Diesel
243,Honda City,Honda,2015,599999,39000,Diesel
686,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol
331,Skoda Laura,Skoda,2013,374999,50000,Diesel
434,Mercedes Benz A,Mercedes,2013,1500000,14000,Petrol
779,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol
375,Maruti Suzuki Zen,Maruti,2003,85000,69900,Petrol
268,Maruti Suzuki Wagon,Maruti,2015,289999,22000,Petrol
672,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel
677,Honda City 1.5,Honda,2005,120000,68000,Petrol
293,Hyundai Accent GLX,Hyundai,2006,80000,56000,Petrol
396,Maruti Suzuki Versa,Maruti,2004,80000,50000,Petrol
405,Hyundai Sonata Transform,Hyundai,2017,190000,36469,Diesel
234,Tata Aria Pleasure,Tata,2014,390000,35000,Diesel
842,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
711,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol
498,Hyundai Santro Xing,Hyundai,2003,120000,50000,Petrol
363,Chevrolet Spark LT,Chevrolet,2009,110000,44000,Petrol
534,Maruti Suzuki Ritz,Maruti,2010,180000,72160,Diesel
684,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol
875,Honda City VX,Honda,2016,860000,95000,Petrol
821,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
784,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel
664,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol
743,Tata Indica V2,Tata,2009,90000,30600,Diesel
691,Audi A4 2.0,Audi,2013,1510000,27000,Diesel
736,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol
588,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol
615,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol
89,Hyundai Verna Transform,Hyundai,2008,160000,45000,Petrol
252,Honda Amaze,Honda,2013,284999,46000,Diesel
166,Chevrolet Beat LS,Chevrolet,2011,145000,45000,Diesel
553,Tata Indica V2,Tata,2005,35000,150000,Diesel
37,Skoda Yeti Ambition,Skoda,2012,448000,68000,Diesel
572,Renault Duster 85PS,Renault,2013,401919,57923,Diesel
177,Ford Fiesta,Ford,2011,274999,55000,Diesel
700,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel
745,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol
737,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel
835,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
99,Chevrolet Beat LT,Chevrolet,2012,135000,45000,Diesel
596,Renault Duster 85,Renault,2015,385000,51000,Diesel
250,Maruti Suzuki Ciaz,Maruti,2017,699000,14000,Petrol
609,Tata Zest XE,Tata,2017,380000,70000,Diesel
486,Maruti Suzuki 800,Maruti,2001,55000,81876,Petrol
585,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel
765,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol
216,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
413,Mahindra Scorpio W,Mahindra,2012,165000,65000,Diesel
419,Hyundai i20 Magna,Hyundai,2013,310000,35000,Petrol
738,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol
227,Honda City VX,Honda,2016,519000,52000,Diesel
6,Ford Figo,Ford,2012,175000,41000,Diesel
687,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel
778,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel
657,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol
578,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel
732,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel
102,Hyundai i10 Magna,Hyundai,2014,265000,18000,Petrol
607,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol
428,Maruti Suzuki Alto,Maruti,2015,230000,5000,Petrol
531,Hyundai Grand i10,Hyundai,2015,340000,53000,Petrol
49,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
34,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
210,Renault Scala RxL,Renault,2015,375000,25000,Diesel
141,Toyota Corolla Altis,Toyota,2012,349999,59000,Petrol
29,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
767,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel
240,Honda Amaze 1.2,Honda,2014,311000,33000,Petrol
517,Hyundai Eon D,Hyundai,2016,120000,87000,Petrol
398,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel
301,Tata Indigo CS,Tata,2009,72500,46000,Diesel
443,Honda Amaze 1.5,Honda,2016,240000,160000,Diesel
720,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol
412,Maruti Suzuki Zen,Maruti,2001,40000,40000,Petrol
633,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol
527,Maruti Suzuki Ertiga,Maruti,2012,480000,51000,Diesel
145,Volkswagen Polo,Volkswagen,2014,274999,32000,Petrol
64,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
497,Tata Indica,Tata,2005,80000,42000,Petrol
693,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol
133,Honda City 1.5,Honda,2010,285000,35000,Petrol
865,Honda City 1.5,Honda,2009,270000,55000,Petrol
549,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel
66,Volkswagen Polo Highline,Volkswagen,2014,315000,60000,Petrol
16,Audi A8,Audi,2017,1000000,4000,Petrol
163,Hyundai i20 Sportz,Hyundai,2014,370000,60000,Diesel
42,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
520,Honda Amaze 1.2,Honda,2014,381000,6000,Petrol
399,Mercedes Benz C,Mercedes,2002,399000,41000,Petrol
196,Mahindra Scorpio SLX,Mahindra,2007,355000,75000,Diesel
226,Maruti Suzuki Wagon,Maruti,2006,80000,71200,Petrol
54,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
351,Hyundai i20 Active,Hyundai,2015,574999,35000,Diesel
771,Hyundai Santro,Hyundai,2002,60000,47000,Petrol
309,Maruti Suzuki Ertiga,Maruti,2015,524999,50000,Diesel
750,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol
261,Maruti Suzuki Eeco,Maruti,2015,251111,55000,Petrol
487,Maruti Suzuki Ertiga,Maruti,2015,550000,75000,Petrol
481,Toyota Corolla Altis,Toyota,2010,220000,58000,Petrol
886,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
279,Renault Scala RxL,Renault,2014,349999,49000,Diesel
211,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
168,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
587,Tata Indigo CS,Tata,2016,150000,104000,Diesel
781,Toyota Corolla,Toyota,2006,160000,40000,Petrol
423,Mahindra TUV300 T4,Mahindra,2017,610000,68000,Diesel
751,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol
502,Honda Brio VX,Honda,2017,450000,11000,Petrol
109,Maruti Suzuki Alto,Maruti,2012,155000,14000,Petrol
598,Tata Nano LX,Tata,2010,32000,48008,Petrol
410,Honda Jazz S,Honda,2009,169999,24695,Petrol
1,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
830,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
594,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel
83,Ford EcoSport,Ford,2017,489999,39000,Petrol
215,Mahindra Jeep MM,Mahindra,2019,390000,60,Diesel
36,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
537,Maruti Suzuki Estilo,Maruti,2007,115000,36000,Petrol
453,Mahindra Logan Diesel,Mahindra,2009,130000,66000,Petrol
480,Tata Sumo Gold,Tata,2014,250000,99000,Diesel
383,Chevrolet Beat Diesel,Chevrolet,2017,150000,62000,Diesel
95,Maruti Suzuki A,Maruti,2011,189500,12500,Petrol
353,Toyota Etios Liva,Toyota,2011,239999,41000,Petrol
597,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol
359,Mahindra Bolero Power,Mahindra,2018,699000,1800,Diesel
251,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
15,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
329,Mahindra XUV500,Mahindra,2013,689999,80000,Diesel
644,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel
408,Maruti Suzuki Alto,Maruti,2017,240000,60000,Petrol
283,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
173,Hyundai Eon Era,Hyundai,2013,185000,27000,Petrol
880,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
692,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel
512,Hyundai Eon Magna,Hyundai,2014,190000,35000,Petrol
869,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
533,Ford Fiesta SXi,Ford,2009,250000,56400,Petrol
253,Hyundai Eon Sportz,Hyundai,2012,178000,30000,Petrol
600,Renault Duster 110,Renault,2013,435000,39000,Diesel
595,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol
735,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol
198,Toyota Innova 2.5,Toyota,2006,365000,73000,Diesel
748,Nissan Micra XL,Nissan,2017,430000,62500,Diesel
501,Maruti Suzuki Wagon,Maruti,2007,120000,7000,Petrol
730,Hyundai Santro,Hyundai,2003,60000,51000,Petrol
539,Maruti Suzuki Wagon,Maruti,2003,130000,133000,Petrol
60,Ford Figo,Ford,2012,175000,41000,Diesel
500,Maruti Suzuki Wagon,Maruti,2014,250000,18500,Petrol
592,Tata Indigo Marina,Tata,2004,180000,70000,Diesel
817,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
262,Maruti Suzuki Ertiga,Maruti,2014,569999,45000,Petrol
23,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
327,Mahindra Scorpio,Mahindra,2015,944999,45000,Diesel
485,Tata Tigor Revotron,Tata,2019,650000,100,Diesel
167,Chevrolet Beat LT,Chevrolet,2012,98500,38000,Diesel
287,Chevrolet Beat LS,Chevrolet,2010,80000,56000,Petrol
200,Maruti Suzuki Wagon,Maruti,2011,210000,35000,Petrol
406,Hyundai Elite i20,Hyundai,2018,600000,7800,Petrol
437,Tata Indigo LS,Tata,2016,125000,70000,Diesel
519,Maruti Suzuki Wagon,Maruti,2017,375000,23000,Petrol
357,Toyota Fortuner,Toyota,2011,1074999,52000,Diesel
841,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
322,Maruti Suzuki Dzire,Maruti,2015,444999,45000,Diesel
707,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol
135,Hyundai i20 Asta,Hyundai,2009,210000,65480,Petrol
709,Renault Duster RxL,Renault,2015,550000,36000,Petrol
103,Hyundai Verna Fluidic,Hyundai,2015,525000,35000,Diesel
391,Volkswagen Polo,Volkswagen,2015,330000,38000,Diesel
91,Honda City 1.5,Honda,2005,90000,50000,Petrol
484,Mahindra XUV500 W6,Mahindra,2013,548900,49800,Diesel
344,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol
224,Volkswagen Polo,Volkswagen,2015,330000,38000,Diesel
492,Hyundai Verna 1.6,Hyundai,2016,195000,56000,Diesel
125,Maruti Suzuki Alto,Maruti,2017,350000,5600,Petrol
659,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol
22,Maruti Suzuki Alto,Maruti,2015,75000,39000,Petrol
749,Honda City 1.5,Honda,2005,115000,68000,Petrol
74,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
110,Hyundai Grand i10,Hyundai,2014,345000,49000,Diesel
280,Hyundai Grand i10,Hyundai,2014,410000,41000,Petrol
461,Ford Figo Petrol,Ford,2011,175000,75000,Petrol
106,Ford EcoSport Titanium,Ford,2014,550000,44000,Diesel
